key	text	tooltip
dilemmas_localised_description_dei_dilemma_family_20302	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20309	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20316	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20323	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20330	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20337	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20344	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20351	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20358	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20365	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20372	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20379	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20386	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20393	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20400	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20407	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20414	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage is noble and his support within the ranks of our people is strong. Will he take his place among the great names of the city or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20421	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage is noble and his support within the ranks of our people is strong. Will he take his place among the great names of the city or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20428	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage is noble and his support within the ranks of our people is strong. Will he take his place among the great names of the city or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20435	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage is noble and his support within the ranks of our people is strong. Will he take his place among the great names of the city or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20442	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage is noble and his support within the ranks of our people is strong. Will he take his place among the great names of the city or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20449	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20456	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20463	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20470	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20477	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20484	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20491	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20498	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20505	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20512	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20519	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20526	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20533	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20540	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20547	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20554	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20561	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20568	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20575	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20582	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20589	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20596	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20603	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20610	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20617	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20624	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20631	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20638	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20645	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20652	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20659	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20666	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20673	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a member of the royal family. His lineage can be traced back to the beginnings of our family tree but his future is his own to mold. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20680	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20687	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
dilemmas_localised_description_dei_dilemma_family_20694	After a careful upbringing under various tutors in the arts, sciences and methods of warfare, this man has assumed his rightful place as a leader of our people. His lineage can be traced back to the beginnings of our tribe and he stands as a great son of past chieftains. Will he take his place among the great names of the family or simply fade into the obscurity of history?	true
