key	advice_thread	advice_thread_level	points_needed	game_area	category	sub_category	max_repeat_count	repeat_interval	pause_battle	priority_level	high_verbosity_only	locatable	parameter	on_display_script	on_click_script	suppressible	uninhibitable	audio_clip	advisor_name	for_loading_screen	movie_link
500019	Region.19.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500041	Region.41.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500061	Region.61.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500020	Region.20.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500040	Region.40.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500021	Region.21.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500039	Region.39.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500022	Region.22.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500038	Region.38.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500023	Region.23.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500037	Region.37.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500024	Region.24.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500036	Region.36.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500025	Region.25.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500035	Region.35.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500026	Region.26.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500210	Region.110.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500208	Region.108.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500206	Region.106.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500209	Region.109.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500207	Region.107.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500205	Region.105.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500204	Region.104.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500103	Region.103.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500102	Region.102.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500101	Region.101.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500100	Region.100.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500034	Region.34.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500027	Region.27.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500099	Region.99.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500033	Region.33.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500028	Region.28.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500098	Region.98.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500032	Region.32.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500029	Region.29.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500097	Region.97.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500031	Region.31.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500096	Region.96.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500030	Region.30.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500104	Major_Region.95.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500105	Major_Region.94.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500106	Major_Region.93.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500107	Major_Region.92.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500108	Major_Region.91.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500109	Major_Region.90.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500110	Major_Region.9.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500111	Major_Region.89.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500112	Major_Region.88.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500113	Major_Region.87.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500114	Major_Region.86.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500115	Major_Region.85.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500116	Major_Region.84.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500117	Major_Region.83.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500118	Major_Region.82.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500119	Major_Region.81.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500120	Major_Region.80.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500121	Major_Region.8.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500122	Major_Region.79.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500123	Major_Region.78.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500124	Major_Region.77.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500125	Major_Region.76.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500126	Major_Region.75.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500127	Major_Region.74.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500128	Major_Region.73.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500129	Major_Region.72.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500130	Major_Region.71.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500131	Major_Region.70.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500132	Major_Region.7.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500133	Major_Region.69.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500134	Major_Region.68.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500135	Major_Region.67.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500136	Major_Region.66.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500137	Major_Region.65.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500138	Major_Region.64.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500139	Major_Region.63.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500140	Major_Region.62.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500141	Major_Region.61.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500142	Major_Region.60.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500143	Major_Region.6.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500144	Major_Region.59.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500145	Major_Region.58.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500146	Major_Region.57.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500147	Major_Region.56.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500148	Major_Region.55.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500149	Major_Region.54.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500150	Major_Region.53.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500151	Major_Region.52.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500152	Major_Region.51.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500153	Major_Region.50.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500154	Major_Region.5.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500155	Major_Region.49.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500156	Major_Region.48.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500157	Major_Region.47.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500158	Major_Region.46.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500159	Major_Region.45.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500160	Major_Region.44.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500161	Major_Region.43.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500162	Major_Region.42.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500163	Major_Region.41.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500164	Major_Region.40.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500165	Major_Region.4.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500166	Major_Region.39.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500167	Major_Region.38.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500168	Major_Region.37.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500169	Major_Region.36.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500170	Major_Region.35.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500171	Major_Region.34.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500172	Major_Region.33.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500173	Major_Region.32.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500174	Major_Region.31.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500175	Major_Region.30.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500176	Major_Region.3.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500177	Major_Region.29.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500178	Major_Region.28.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500179	Major_Region.27.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500180	Major_Region.26.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500181	Major_Region.25.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500182	Major_Region.24.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500183	Major_Region.23.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500184	Major_Region.22.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500185	Major_Region.21.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500186	Major_Region.20.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500187	Major_Region.2.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500188	Major_Region.19.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500189	Major_Region.18.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500190	Major_Region.17.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500191	Major_Region.16.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500192	Major_Region.15.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500193	Major_Region.14.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500194	Major_Region.13.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500195	Major_Region.12.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500196	Major_Region.11.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500197	Major_Region.100.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
500198	Major_Region.10.Acquire	1	1	Scripted	Scripted	Scripted	0	1	false	1	false	false	none			false	false	n	inv_advisor_livy	false	
